asn,handle,description
505,AFCONC-BLOCK1-AS,"Air Force Systems Networking"
506,AFCONC-BLOCK1-AS,"Air Force Systems Networking"
507,AFCONC-BLOCK1-AS,"Air Force Systems Networking"
508,AFCONC-BLOCK1-AS,"Air Force Systems Networking"
509,DNIC-AS-00509,"United States Department of Defense (DoD)"
510,INTERNET,"Voya Investment Management LLC"
511,PRISMA-HEALTH,"Prisma Health"
512,DNIC-AS-00512,"United States Department of Defense (DoD)"
513,CERN,"CERN - European Organization for Nuclear Research"
514,DSADC-MECH,"United States Department of Defense (DoD)"
515,DNIC-AS-00515,"United States Department of Defense (DoD)"
516,KODAK-BTC,"Eastman Kodak Boston Technology Center"
517,GTT-COMMUNICATIONS-INC,"GTT Communications Inc"
518,DNIC-AS-00518,"United States Department of Defense (DoD)"
519,ISCNET,"Systemhouse/INTERACTIVE Systems"
520,COINSDISNET3,"Coins Community Online Intelligence System"
521,FORD-SRL-AS,"Ford Motor Company"
522,AFSC-SSD-AS,"Air Force Systems Networking"
523,DNIC-AS-00523,"Headquarters USAISC"
524,CIRION-524,"Cirion Technologies Solutions LLC"
525,CTNOSC-525-AS,"Headquarters USAISC"
526,DNIC-AS-00526,"Headquarters USAISC"
527,DNIC-AS-00527,"United States Department of Defense (DoD)"
528,AUGSBURG-GW1-AS,"CDOIM Augsburg"
529,BURTONWOOD-GW1-AS,"CDOIM Burtonwood Information Center"
530,DNIC-AS-00530,"Headquarters USAISC"
531,DNIC-AS-00531,"Headquarters USAISC"
532,DNIC-AS-00532,"United States Department of Defense (DoD)"
533,DNIC-AS-00533,"Headquarters USAISC"
534,DNIC-AS-00534,"Headquarters USAISC"
535,DNIC-AS-00535,"Headquarters USAISC"
536,DNIC-AS-00536,"Headquarters USAISC"
537,DNIC-AS-00537,"Headquarters USAISC"
538,DNIC-AS-00538,"Headquarters USAISC"
539,DNIC-AS-00539,"Headquarters USAISC"
540,DNIC-AS-00540,"United States Department of Defense (DoD)"
541,IGAUTON,"Intelligenetics Inc"
542,ARNET,"Alberta Research Council"
543,HP-POLY,"HP Inc"
544,TELIA-INTERNATIONAL-NETWORK,"Telia Finland Oyj"
545,NRI,"Corporation for National Research Initiatives"
546,PARSONS-PGS-1,"Parsons Corporation"
547,ASN-IBM-LEX,IBM
548,HQUSAF-AS,"Air Force Systems Networking"
549,GTANET-AS,"GTAnet Networking"
550,CORNETT-AS,"Los Alamos National Laboratory"
551,AS551,"Parsons Corporation"
552,DNIC-AS-00552,"United States Department of Defense (DoD)"
553,BELWUE,"Universitaet Stuttgart"
554,CALINET-AS,"California Internet Federation"
555,VTSII,"Velocity Technology Solutions Inc"
556,CALREN-AS,"USC/Information Sciences Institute"
557,UMAINE-SYS-AS,"University of Maine System"
558,VEGANEXT,"NV Next LLC"
559,SWITCH,SWITCH
560,LVLT-560,"Level 3 Parent LLC"
561,HPINC-ASIAPAC,"HP Inc"
562,HPINC,"HP Inc"
563,HPINC,"HP Inc"
564,DNIC-AS-00564,"United States Department of Defense (DoD)"
565,VTT-AS,"VTT Technical Research Centre of Finland Ltd"
566,SSC-299-Z-566,"Shared Services Canada"
567,ASN-LNET-AS,"Los Nettos"
568,DNIC-AS-00568,"United States Department of Defense (DoD)"
569,DNIC-AS-00569,"United States Department of Defense (DoD)"
570,SSD-NET-AS,"Air Force Systems Networking"
571,DNIC-AS-00571,"United States Department of Defense (DoD)"
572,GBMC-TOW,"Greater Baltimore Medical Center Inc"
573,DNIC-AS-00573,"United States Department of Defense (DoD)"
574,PSC-TEST-AS,"Pittsburgh Supercomputing Center"
575,DNIC-AS-00575,"Headquarters USAISC"
576,DNIC-AS-00576,"United States Department of Defense (DoD)"
577,BACOM,"Bell Canada"
579,NETCIERGE-01,"Netcierge LLC"
580,DNIC-AS-00580,"United States Department of Defense (DoD)"
581,AMC-MAF-C2-ENCLAVES,"Air Force Systems Networking"
582,GDSS-21AF-AS,"Air Force Systems Networking"
583,GDSS-22AF-AS,"Air Force Systems Networking"
584,GDSS-23AF-AS,"Air Force Systems Networking"
585,GDSS-322ALD-AS,"Air Force Systems Networking"
586,GDSS-834ALD-AS,"Air Force Systems Networking"
587,GDSS-ANG-AS,"Air Force Systems Networking"
588,DIRECTRON,"Headquarters USAISC"
589,UNT-CAMPUS-AS,"University of North Texas"
590,EASINET-OPERATIONS-CENTER,"EASInet Operations Center"
591,NSTN-AS,"NSTN Inc"
592,DNIC-AS-00592,"Navy Network Information Center (NNIC)"
593,EASINET-AS1,"Easinet Air Base"
594,CENTURYLINK-LEGACY-LVLT-594,"Level 3 Parent LLC"
595,CENTURYLINK-LEGACY-LVLT-595,"Level 3 Parent LLC"
596,CENTURYLINK-LEGACY-LVLT-596,"Level 3 Parent LLC"
597,CENTURYLINK-LEGACY-LVLT-597,"Level 3 Parent LLC"
598,CENTURYLINK-LEGACY-LVLT-598,"Level 3 Parent LLC"
599,NISC-AS,"SRI International"
600,OARNET-AS,OARnet
601,BACOM4-AS,"Bell Canada"
602,BACOM3-AS,"Bell Canada"
603,EQUINIX-EC,"Equinix Inc"
605,VHS-CHIL,"Vanguard Health Management Inc"
606,SCHAT-AS,schat.net
607,RNM-15-ASN-01,"Revelation Network Management Inc"
609,EY-AS-L,"Ernst & Young LLP"
610,AS-HERE-US1,"HERE North America LLC"
611,NECN-1-611,"NB-PEI Educational Computer Network"
612,AIRFIBER521,"AirFiber Inc"
613,BP-AS-613,"BP America Inc"
614,CSUNET-AS,"California State University Office of the Chancellor"
615,DNIC-AS-00615,"Headquarters USAISC"
616,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
617,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
618,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
619,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
620,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
621,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
622,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
623,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
624,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
625,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
626,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
627,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
628,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
629,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
630,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
631,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
632,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
633,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
634,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
635,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
636,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
637,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
638,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
639,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
640,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
641,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
642,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
643,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
644,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
645,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
646,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
647,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
648,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
649,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
650,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
651,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
652,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
653,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
654,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
655,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
656,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
657,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
658,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
659,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
660,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
661,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
662,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
663,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
664,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
665,DNIC-ASBLK-00616-00665,"United States Department of Defense (DoD)"
666,CTNOSC-ASN-666,"Headquarters USAISC"
667,DNIC-AS-00667,"United States Department of Defense (DoD)"
668,DNIC-AS-00668,"United States Department of Defense (DoD)"
669,OFRIR-IP-INTERNET-AS,Renater
670,DNIC-AS-00670,"Headquarters USAISC"
671,DNIC-AS-00671,"Headquarters USAISC"
672,DNIC-AS-00672,"Headquarters USAISC"
673,DNIC-AS-00673,"Headquarters USAISC"
674,AINET-AS674,"American Information Network"
675,MSUS-AS,"Minnesota State Colleges and Universities"
676,UNITED-NATIONS-DEVELOPMENT,"United Nations Development Programme"
677,ASU-AS,"Arizona State University"
678,DNIC-AS-00678,"United States Department of Defense (DoD)"
679,TUNET-AS,"Technische Universitat Wien"
680,DFN,"Verein zur Foerderung eines Deutschen Forschungsnetzes e.V"
681,WAIKATOUNI-AS-AP,"University of Waikato"
682,AS-ORNL-IGRP1-AS,"Oak Ridge National Laboratory"
683,ARGONNE-AS,"Argonne National Laboratory"
684,MTSAL-ASN,"Bell Canada"
685,NTTA-685,"NTT America Inc"
686,OSD-GW-AS,"7th Communications Group/GNE"
687,DNIC-AS-00687,"United States Department of Defense (DoD)"
688,RECNET-AS,"U.S. Department of Interior Bureau of Reclamation"
689,MERIT-AS-31,"Merit Network Inc"
690,MCICS-690,"Verizon Business"
691,PEINET-AS,"University of Prince Edward Island"
692,DK-CUROTEC,"CuroTec ApS"
693,NOTRE-DAME-AS,"University of Notre Dame"
694,DNIC-AS-00694,"Headquarters USAISC"
695,SWITCH-TEST1,SWITCH
696,SWITCH-TEST2,SWITCH
697,GESELLSCHAFT-FUER-MATHEMATIK,"Gesellschaft fuer Mathematik und Datenverarbeitung"
698,ASN-UIUC-REGION-AS,"University of Illinois"
699,KUIPER-TERRESTRIAL,"Amazon Technologies Inc"
700,ROKNET-AS,"The Boeing Company"
701,UUNET,"Verizon Business"
702,UUNET,"Verizon Business"
703,UUNET,"Verizon Business"
704,UUNET,"Verizon Business"
705,UUNET,"Verizon Business"
706,TEST-AUSTIN-IBM-AS,"Advanced Workstations Division IBM Corporation"
707,ELAN-AS,"Air Force Systems Networking"
708,SB-COMM-AS,"Sentinel Byte Community"
709,UHEY-NET-AS,"Royal Air Force Base"
710,BENT-NET-AS,"Royal Air Base"
711,SB-COMM-AS,"Torrejon Air Base"
712,ALCON-NET-AS,"Royal Air Base"
713,AFMPCGW-AS,"Air Force Systems Networking"
714,APPLE-ENGINEERING,"Apple Inc"
715,WOODYNET-2,"WoodyNet Inc"
716,DNIC-AS-00716,"Headquarters USAISC"
717,DNIC-AS-00717,"United States Department of Defense (DoD)"
718,DNIC-AS-00718,"United States Department of Defense (DoD)"
719,ELISA-AS,"Elisa Oyj"
720,WR-LOGDIS-AS,"Air Force Systems Networking"
721,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
722,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
723,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
724,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
725,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
726,DNIC-ASBLK-00721-00726,"United States Department of Defense (DoD)"
727,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
728,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
729,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
730,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
731,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
732,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
733,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
734,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
735,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
736,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
737,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
738,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
739,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
740,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
741,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
742,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
743,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
744,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
745,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
746,AFCONC-BLOCK2-AS,"Air Force Systems Networking"
747,DNIC-AS-00747,"Headquarters USAISC"
748,DNIC-AS-00748,"United States Department of Defense (DoD)"
749,DNIC-AS-00749,"United States Department of Defense (DoD)"
750,MERIT-AS-16,"Merit Network Inc"
751,MERIT-AS-17,"Merit Network Inc"
752,MERIT-AS-18,"Merit Network Inc"
753,MERIT-AS-19,"Merit Network Inc"
754,MERIT-AS-20,"Merit Network Inc"
755,MERIT-AS-21,"Merit Network Inc"
756,MERIT-AS-22,"Merit Network Inc"
757,MERIT-AS-23,"Merit Network Inc"
758,MERIT-AS-24,"Merit Network Inc"
759,MERIT-AS-25,"Merit Network Inc"
760,UNIVIE,"Vienna University Computer Center"
761,TIETORAITTI-AS,"Seinajoen Tietoraitti Oy"
762,WELLFLEET-AS,"Wellfleet Communications Inc"
763,IBM-PEN-TEST,IBM
764,FI-PMO-AS,"Prime Minister's Office"
765,DNIC-AS-00765,"United States Department of Defense (DoD)"
766,REDIRIS,"Entidad Publica Empresarial Red.es"
767,DNIC-AS-00767,"United States Department of Defense (DoD)"
768,DNIC-AS-00768,"Navy Network Information Center (NNIC)"
769,DNIC-AS-00769,"United States Department of Defense (DoD)"
770,DNIC-AS-00770,"United States Department of Defense (DoD)"
771,AS771,"National Aeronautics and Space Administration"
772,DNIC-AS-00772,"Headquarters USAISC"
773,PARSONS-PGS-2,"Parsons Corporation"
774,FR-INRIA1,Renater
775,FR-INRIA-ROCQ,Renater
776,FR-INRIA-SOPHIA,Renater
777,CEA-SACLAY,CEA-Saclay
778,FR-INRIA-MONTBONNOT,Renater
779,FR-RENATER,Renater
780,FR-ARAMIS,Renater
781,FR-RENATER-LOTHAIRE,Renater
782,FR-LORIA,Renater
783,FR-INRIA2,Renater
784,HJFNET-AS,"Henry M. Jackson Foundation for The Advancement of Military Medicine"
785,DNIC-AS-00785,"Headquarters USAISC"
786,JANET,"Jisc Services Limited"
787,DNIC-AS-00787,"United States Department of Defense (DoD)"
788,DNIC-AS-00788,"Navy Network Information Center (NNIC)"
789,IN2P3,Renater
790,EUNETFI,"Elisa Oyj"
791,AINET-AS791,"American Information Network"
792,ORACLE-ASNBLOCK-ASN,"Oracle Corporation"
793,ORACLE-ASNBLOCK-ASN,"Oracle Corporation"
794,ORACLE-ASNBLOCK-ASN,"Oracle Corporation"
795,AMERITECH-AS,"AT&T Services Inc"
796,AMERITECH-AS,"AT&T Services Inc"
797,AMERITECH-AS,"AT&T Services Inc"
798,DNIC-AS-00798,"Headquarters USAISC"
799,DNIC-AS-00799,"Headquarters USAISC"
800,ONEWEB,OneWeb
801,AMAZON-R,"Amazon Technologies Inc"
802,YORKU-AS,"York University"
803,SASKTEL,"Saskatchewan Telecommunications"
804,ISTS-AS-AS,"Institute for Space and Terrestrial Science"
805,GLOBELIFE-ASN-01,"Globe Life Inc"
806,SSC-299-806,"Shared Services Canada"
807,FORKSYSTEMS,"FORK SYSTEMS"
808,GONET-ASN-1,GONET
809,PPD-TRANSIT,"PhirePhly Design"
810,SSCWEST,"Shared Services Canada"
811,SSCEAST,"Shared Services Canada"
812,ROGERS-COMMUNICATIONS,"Rogers Communications Canada Inc"
813,UUNET-CANADA,"Verizon Business"
814,UUNET-CANADA,"Verizon Business"
815,UUNET-CANADA,"Verizon Business"
816,MOONV6,"Verizon Business"
817,UUNET-CANADA,"Verizon Business"
818,DOC-AS,"Department of Communications"
819,LARG-NET,"LARGnet London and Region Global Computer Network"
820,SSC-299-Z-820,"Shared Services Canada"
821,DISC,"Designed Information Systems Corporation"
822,STJOSEPHS-AS,"St. Joseph's Health Care London"
823,UWO-AS,"University of Western Ontario"
824,GLAXOSMITHKLINE,GlaxoSmithKline
825,CFWS-NET,"Canadian Forces Weather Services"
826,CRTC-GC-AS,CRTC
827,ALCAN-AS,"Alcan International Ltd."
828,NLC-BNC-GC-AS,"Shared Services Canada"
829,SUPER48,"915498 Ontario Inc"
830,SUPER48,"915498 Ontario Inc"
831,SYGMA-EXT-OR,"Bell Sygma Systems Management Inc"
832,SYGMA-EXT-QR,"Beel Sygma Systems Management Inc"
833,SWN-AS,"Spearware Networks LLC"
834,IPXO,"IPXO LLC"
835,GOCODEIT-EDGE,"GoCodeIT Inc"
836,WHITE-PLAINS-HOSPITAL,"White Plains Hospital"
837,SSC-299-Z-837,"Shared Services Canada"
838,CANET2-ASN,"Canadian Research Network"
839,CANET2-ASN,"Canadian Research Network"
840,CANET2-ASN,"Canadian Research Network"
841,CANET2-ASN,"Canadian Research Network"
842,CANET2-ASN,"Canadian Research Network"
843,F5-XC-NAE,"F5 Inc"
845,SBA-CONNECT,"SBA Connect LLC"
846,SOLV-OCC-01,"SOLV Energy LLC"
847,SANTACLARA-IXP,"Richmond-IX Corporation"
848,NINJA-IX-MEMPHIS,"Richmond-IX Corporation"
849,MIAMI-GARDENS-IXP,"Richmond-IX Corporation"
850,JACKSONVILLE-IXP,"Richmond-IX Corporation"
851,RISQ-2,"Reseau d'Informations Scientifiques du Quebec (RISQ Inc.)"
852,ASN852,"TELUS Communications Inc"
853,MADISON-IXP,"Richmond-IX Corporation"
854,MINNEAPOLIS-IXP,"Richmond-IX Corporation"
855,CANET-ASN-4,"Bell Canada"
856,NBREN,"University of New Brunswick"
857,GONET-ASN-17,GONET
858,GONET-ASN-17,GONET
859,GONET-ASN-17,GONET
860,GONET-ASN-17,GONET
861,GONET-ASN-17,GONET
862,GONET-ASN-17,GONET
863,GONET-ASN-17,GONET
864,GONET-ASN-17,GONET
865,GONET-ASN-17,GONET
866,GONET-ASN-17,GONET
867,GONET-ASN-17,GONET
868,GONET-ASN-17,GONET
869,GONET-ASN-17,GONET
870,GONET-ASN-17,GONET
871,GONET-ASN-17,GONET
872,GONET-ASN-17,GONET
873,GONET-ASN-17,GONET
874,GONET-ASN-17,GONET
875,GONET-ASN-17,GONET
876,GONET-ASN-17,GONET
877,GONET-ASN-17,GONET
878,GONET-ASN-17,GONET
879,GONET-ASN-17,GONET
880,GONET-ASN-17,GONET
881,GONET-ASN-17,GONET
882,GONET-ASN-17,GONET
883,GONET-ASN-17,GONET
884,GONET-ASN-17,GONET
885,GONET-ASN-17,GONET
886,SBH-IX-SERVICES,"COLLECTIVITE DE SAINT BARTHELEMY"
887,SBH-IX-ROUTE-SERVERS,"COLLECTIVITE DE SAINT BARTHELEMY"
888,AMECO-PRIMARY,AMECO
889,DVFIBER-VT,"Deerfield Valley Communications Union District"
890,EXTERNAL-ASN-HSD-01,"Hermiston School District 8R"
891,SB-AS-001,"Smart Bid Inc"
892,EBSI-ISP-FO-01,"Emergent Biosolutions"
893,NINJA-IX-FOUNDATION-ASN,"Ninja-IX Foundation"
894,NINJA-IX-SERVICES-ASN,"Ninja-IX Services LLC"
895,FASTLY-NET,"Fastly Inc"
896,FORTLAB,Fortlab
897,TURTLE-ROCK-STUDIOS,"Turtle Rock Studios Inc"
898,SDDC-CLOUD-PEERING,"SD Data Center"
899,INTRTEL,"Intrepid Telecom Inc"
900,WAA,WAA
901,FSTRF14541,"Frontier Science and Technology Research Foundation Inc"
902,SPACECOASTCREDITUNIONMAIN,"SPACE COAST CREDIT UNION"
903,UNIFIED-COMMUNICATIONS-TECHNOLOGIES,"Unified Communications Technologies LLC"
904,TELARIA,"Telaria LLC"
905,WRPS-01,"Waterloo regional police service"
906,DMIT,"DMIT Cloud Services"
907,MPSP-EVENT,"Matt Peterman Sole Proprietor"
908,AS-DAVENPRO,"Davenpro Enterprises LLC"
909,TORONTOPORT,"Toronto Port Authority"
910,NORTA-CANAL,RTA
912,HUT8-EAST,"Hut 8 Mining Corp"
913,HUT8-WEST,"Hut 8 Mining Corp"
914,MXAK-JNU-AK,MXAK
915,PHLOX,"SILIGOM USA LLC"
916,STALWART-ASN-01,"Stalwart Wireless"
917,MISAKA,"Misaka Network Inc"
918,IPEX,"IP Excess AB"
919,AS919,"The Howard University"
920,ARCFIELD-01,ARCFIELD
922,GOCODEIT-CORP,"GoCodeIT Inc"
923,HWS,"Hammy Web Services LLC"
924,CLOUDIE,"Cloudie Networks LLC"
925,SIFIBE,"SiFibe LLC"
926,AS926,"AS926 Limited"
927,QUINTILLION,"Quintillion Subsea Operations LLC"
928,GVVME2,GVVME
929,KIRINO,"KIRINO LLC"
930,CITY-OF-CELINA,"CITY OF CELINA"
931,AS-HYONIX-US,Hyonix
932,XNNET,"XNNET LLC"
933,AIT-001,"IOResearch Corp"
934,BSI,"Big Sky Internet"
935,PPS-NET-165,"Peter Pan Seafood Co, LLC"
936,WEICH-ASN-01,"Weichert Co"
937,DALET-AMERICA-01,"Dalet Access"
938,FM-ARIN,"Fergus Euan McKay Sole Proprietorship"
939,USA-2022,"NovoServe LLC"
940,EGG-INC,"EG&G Inc. - We guard the flying saucers"
941,LDCL-BB,"LAKSH CYBERSECURITY AND DEFENSE LLC"
942,FORK-AUX,"FORK SYSTEMS"
943,CENTIVA-ASN-01,"Centiva Capital LP"
944,BLAZINGBYTE,"Blazing Byte Inc"
945,JP-77-20220621,"HAONAN YANG"
947,RUDIO,Desk2
948,JANTECHCS-AS,"JanTech Computer Services"
949,XTOM,xTom
950,MILEHIGHWALRUS-ANYCAST,"Milehighwalrus Network"
951,IOHARBOR,ioHarbor
952,HOP,"Hop Inc"
953,MW-UUN,"Midwest Cable"
954,TS-1316-954,TMTG
955,LSHIY,"LSHIY LLC"
956,AS956-CANADASTRONG,"Parsa Janbeglou Media Ltd"
957,UVJ,"Parsa Janbeglou Media Ltd"
958,GENIE-NODEBUFF,"Parsa Janbeglou Media Ltd"
959,OHANACAST,"OHANACRAFT LLC"
960,ORTHOFIX-IDC,"Orthofix Medical INC"
961,ACHIEVE-US,"Achieve Wireless Inc"
